text,category
"Subject: strong buy alert : monthly newsletter
topstocks mid - week report
alert :
strong buy / watch
issued on cwtd
* * * braking end of market news announcement * * *
* * wednesday may 19 ,
6 : 14 pm et
* *
braking news ;
wednesday may 19 , 6 : 14 pm et
china world trade corp . signs agreement with huahao
group to acquire 51 % of it ' s operating arm , new generation group .
read
below for more information or
click here for full news
release
china world trade corp .
symbol : cwtd otc . bb
price $ 3 . 15
significant revenue growth in 2004
rating : strong buy
this stock has
ran to over $ 9 . 00 in the previous months and with all the recent
activity along with future talks of china world making amex listing
would make this a great time to take a closer look at the company ;
cwtd .
* recent company
news
tianhe , guangzhou , china - - ( market wire ) - - may 19 , 2004 - - china
world trade corp is pleased to announce that it has signed an
agreement with huahao group to acquire 51 % of its operating arm , new
generation group . total consideration for the transaction is
$ 11 , 475 , 000 , about 70 % payable in stock and the balance to be paid
in cash . the audit of huahao is scheduled to be complete before july
15 , 2004 . it is expected that cwtd will consolidate the revenue of
new generation group once the transaction has closed . the
transaction is expected to close on or before july 30 , 2004 .
the new generation group agreement marks another key component in
the china world trade corporation ' s strategy to have the capability
to provide to their members a more comprehensive value - added
service - - all the members can book arrange all of their travel
needs through the new generation group .
of equal importance , new generation group recently deployed a
toll - free number , which is very rare for china . while there were
nearly 80 million internet users in china at the end of 2003 , there
were over 250 million mobile phone users and hundreds of millions of
more landlines . as a result , it is believed the phone is likely to
remain the primary tool that chinese businessmen and consumers use
to access information and make travel purchases for years to come - -
especially last minute reservations !
about huahao group : established in october 1997 , huahao is
the pioneer and one of the market leaders in the travel agency
businesses through the operations of its 10 subsidiaries in southern
china in ticketing sales for international and domestic flights as
well as inbound business travel . the turnover of huahao was
approximately us $ 180 million in 2003 and is expected to reach us $ 250
million in 2004 . huahao has already acquired the necessary licenses
to operate as a ticketing and travel agent in the prc . these
licenses include 26 licenses as a ticketing agent for international
and domestic flights for both cargo and passengers issued by the
civil aviation administration of china ( caac ) and the
international air transport association ( iata ) ; and 3 licenses as
a domestic and international travel agent issued by the
administrative bureau of tourism of china . huahao has registered the
trademark network travel service ( nts ) ( or in chinese zhong heng
tian di ' ' meaning travel around the world ' ' ) for its brand name and
logo in 36 out of 43 recognized industries in china . in addition ,
huahao has set up a call center to handle nationwide reservations .
customers are able to make reservations of hotel and air ticket
simply by dialing 4008168168 anywhere in the nation .
about china world trade corp : china world trade corp . is
devoted to the building of world trade brand in china . china world
trade corp . a listed company on the ( otc bb : cwtd ) in the united
states . cwtc business objective is to open and operate business
clubs in the major cities of china in association with the world
trade center association in order to position us as the platform to
facilitate trade between china and the world market . we currently
operate the guangzhou world trade center club consisting of over
4000 square meters . the beijing world trade center club , which is
located at 2 nd floor , office tower ii , landmark towers beijing , 8
north dongsanhuan road , beijing prc , and consisting of 730 square
meters . the china world trade corp executive office is located
at 4 th floor , goldlion digital network center , 138 tiyu road east ,
tianhe , guangzhou , and the prc 510620 .
* key company
points
here are a few simple reasons why one would own china world trade
corp :
china world trade corp signs
agreement with huahao group to acquire 51 % of its operating arm ,
new generation group .
total consideration for the
transaction is $ 11 , 475 , 000 , about 70 % payable in stock and the
balance in cash into the company .
the audit of huahao is scheduled
to be complete before july 15 th 2005 .
the transaction is expected to
close on or before july 30 , 2004 .
it is expected that cwtd will
consolidate the revenue of new generation group once the
transaction has closed .
projected revenue for 2004 will
be over usd 200 million .
new generation group recently
deployed a nation wide toll free number in china :
4008168168 , which is very rare for china . while there were nearly
80 million internet users in china at the end of
2003 . there were over 250 million mobile phone users
and hundreds of million of landlines . this is a one stop
service numbers for all travel services for inbound and outbound
services .
disclaimer :
information within this email contains forward looking statements within
the meaning of section 27 a of the securities act of 1933 and section 21 b of
the securities exchange act of 1934 . any statements that express or involve
discussions with respect to predictions , goals , expectations , beliefs ,
plans , projections , objectives , assumptions or future events or performance
are not statements of historical fact and may be forward looking
statements .
forward looking statements are based on expectations , estimates and
projections at the time the statements are made that involve a number of
risks and uncertainties which could cause actual results or events to differ
materially from those presently anticipated . forward looking statements in
this action may be identified through the use of words such as : projects ,
foresee , expects , estimates , believes , understands will ,
anticipates , or that by statements indicating certain actions may ,
could , or might occur . all information provided within this email
pertaining to investing , stocks , securities must be understood as
information provided and not investment advice . we advise all readers and
subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this
email . none of the material within this report shall be construed as any
kind of investment advice . topstocks and / or its officers and employees have
been compensated 50 , 000 open trade shares by a third party for work involved
in the preparation and production of this report
in compliance with section 17 ( b ) , we disclose the holding of independently
purchased shares of the company mentioned prior to the publication of this
report . . be aware of an inherent conflict of interest resulting from such
holdings due to our intent to profit from the liquidation of these shares .
shares may be sold at any time , even after positive statements have been
made regarding the above company . short term trading targets are only
guesses on our part . keep in mind that when trading small stocks like the
company above there is a chance you will lose every penny you invest .
furthermore there have been times in the past when the company itself tells
lies , gives false information and puts out false news . this email is for
entertainment purposes only . this is not investment advice . we suggest you
check with an investment professional before investing any stocks or mutual
funds .
",scam
"Subject: how to make m . oney on e . bay .
our
ebay marketing ecourse is a straight forward low learning curve
ecourse . it is a self executing windows program ( . exe ) written and compiled
by our staff .
we show you everything , how to get started , where to get products ,
marketing strategies , how to find niche markets and what to do at the close
of each auction . you
can be running your own ebay business , and be earning money fast !
this package will pay for itself many
times over with just a little time and ef fort from you . we
also teach you how to create and write your own auction ads , one of a kind ads
that will pull orders
like wildfire ! ! go
here to find out morewant
to be dropped from our list ? do not reply to this email . copy and paste this
link into your browser - bisops . com / rmm . htm computer technologies 848
n . rainbow blvd . # 316 las vegas , nv 89107
",scam
"Subject: top brand new products directly from the manufactor !
",scam
"Subject: get a strong natural erection !
hey man ,
i was checking my email and saw this advertisement in it . just like you i was thinking this stuff will not work its all a gimmic . . but even with my other half telling me im wasting my money i went ahead and purchased it . and i can tell you right now with a straight face im bigger than i have ever been in my life in just 2 weeks my girth and length were outstanding i could easily become a adult movie star now hehe : )
in anycase i promised the company i would tell everyone i know about this amazing solution and i am going to do just that .
http : / / bellybeggers . com / bat /
cheers !
wrong address ?
http : / / bellybeggers . com / rlink /
",scam
"Subject: staffing process
to hiring managers and assistants , ( please forward to anyone not
included . )
new ! staffing requisition form :
with the implementation of sap , this form is now the critical key factor to
( 1 ) get your new employee paid , ( 2 ) charge to the appropriate dept . , ( 3 )
create the necessary "" position "" for the employee in sap , and ( 4 ) post your
opening to web sites .
to expedite the hiring process , please complete the attached form to request
staff : additions , replacements , transfers , contractors / temporaries , and
part - time personnel . ( red sections only )
return this form via e - mail .
new ! candidate interview form :
we recognize the need to schedule candidate interviews as promptly as
possible .
to expedite the interviewing process , please complete the attached form when
requesting a candidate to be interviewed . ( red sections only )
return this form via e - mail with the resume . if you only have a hardcopy of
the resume , please send this form and resume to me at eb - 3658 b .
employee referral policy & form :
to provide incentives for current domestic employees of enron corp . and it ' s
subsidiaries referring applicants who are hired for regular full - time u . s .
payroll - based positions within enron . ( $ 1 , 000 for non - exempt & $ 2 , 000 for
exempt )
return this form via e - mail with the resume . if you only have a hardcopy of
the resume , please send this form and resume to me at eb - 3658 b .
if you have any questions or need assistance with your new sap data
requested , please let me know .
thank you in advance for your cooperation ,
toni grasafe
staffing consultant
ena commercial support
x 39995",safe
"Subject: spot deals - april , 2001
the following have been entered as spot deals for april , 2001 :
deal # counterparty meter # trade zone volume
689849 amerada hess 0435 09 2 , 714
689850 anadarko 0435 09 1 , 104
689851 apache corp 0435 09 1 , 326
689893 barrett res 0435 09 1 , 536
690252 stone energy 9696 06 4 , 030
691156 cima energy 6284 05 361
689894 crosstex 0435 09 656
691773 crosstex 6519 05 1
691813 crosstex 9843 05 106
692651 comstock 9878 08 500
691873 duke energy 6347 21 144
691982 embassy 6598 22 1
692011 el paso mer 5848 05 203
692026 el paso mer 5923 05 622
688602 four square 9705 08 776
692207 helmerich & p 9841 06 6 , 500
692215 hesco 9876 05 85
692246 hurd ent 5427 18 4
689896 ocean en 0435 09 3 , 607
689508 phillips 6782 06 4 , 013
692461 ranger oil 9871 09 147
689898 seneca res 0435 09 3 , 073
692844 houston ex 9696 06 5 , 000
689814 pure res 9685 05 139
689905 tri - union 0435 09 149
692898 whiting petr 6523 12 113
bob",safe
"Subject: college degree online !
",scam
"Subject: revisions - march wellhead estimate
bob ,
here are some revisions to the march wellhead production estimate resulting
from the pre - nom meeting held this morning .
revisions :
counterparty mtr no . prev nom curr nom sitara no .
louis dreyfus ( frmly costilla ) 9724 29 / d 4 , 000 / d 125895
north central corp 9767 560 / d 0 139363
north central corp 6296 1 , 637 / d 1 , 800 / d 136222
prize energy resources 4965 78 / d 2 , 000 / d 131720
bass enterprises ( frmly richardson ) 9807 7 , 025 / d 9 , 000 / d 141691
swift energy 9636 34 / d 0 135664
crosstex energy 9858 8 , 637 / d 8 , 500 / d 500668
new production :
wagner & brown , ltd . 6589 0 8 , 000 / d n / a
the houston exploration co . 9696 0 6 , 000 / d n / a
stone energy corp 9696 0 4 , 000 / d n / a
hesco gathering oil co . 9876 0 1 , 000 / d n / a
wheeler operating co . 9879 0 1 , 000 / d n / a
safari production co . 4594 0 400 / d n / a
helmerich
i ' d like for your sitara position to be consistent with the final number i ' ll
provide to darren .
thanks ,
vlt
x - 6353",safe
"Subject: fwd : resume
trying to help outta friend .
i ' ll take 40 % of your referral fee . . . lol ; )
- dukeresume . doc",safe
"Subject: pay les for w ! ! ndows 2000 server
mit newsletter : pc optl 0 ns
we have all your favorite programs at incredibly low prices
check out these amazing offers
microsoft office xp pro 2002 . . . . . . . . . . . . . . . . . 60 do / / ars
corel draw graphics suite 11 . . . . . . . . . . . . . . . . . 60 do / / ars
windows xp professional 2002 . . . . . . . . . . . . . . 50 do / / ars
adobe photosh 0 p 7 . 0 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 60 do / / ars
get it while it lasts
check out your details
shawn morrow
cofferer
anawa trading sa , ch - 8602 wangen / zurich , switzerland
phone : 717 - 811 - 1354
mobile : 414 - 751 - 4651
email : lyswz @ xd 990 . com
this message is for confirmation
this file is a 67 minute usage version
notes :
the contents of this information is for understanding and should not be electrocardiogram carmen
additional information :
http : / / www . symantecstore . com
training serviceshttp : / / www . symantecstore . com / services /
quote inalterable tablet
time : wed , 01 dec 2004 22 : 08 : 59 - 0500",scam
